Address,Lot Size,Total SQFT,Year Built,Bed,Full Bath,Sale Date,Sale Price,Description
227 SWEET BAY CIR,0.1208,2846,1998,3,2,11/6/18,520000,SINGLE FAMILY
146 DAY LILY DR,0.0668,1780,1998,3,2,5/10/19,300000,TOWNHOUSE
143 BISHOPWOOD DR,0.0414,1842,1998,3,2,11/30/18,302000,TOWNHOUSE
143 BISHOPWOOD DR,0.0414,1842,1998,3,2,2/21/18,290000,TOWNHOUSE
142 DAY LILY DR,0.0414,1842,1998,3,2,7/18/19,270000,TOWNHOUSE
140 DAY LILY DR,0.0657,1854,1998,3,2,3/9/18,297500,TOWNHOUSE
134 REDWOOD DR,0.0414,1842,1998,3,2,10/30/19,293475,TOWNHOUSE
132 REDWOOD DR,0.0414,1842,1998,3,2,7/14/17,289000,TOWNHOUSE
124 DATE PALM DR,0.1599,2846,1998,3,2,12/16/16,465000,SINGLE FAMILY
118 REDWOOD DR,0.0666,1854,1998,3,2,11/14/19,322500,TOWNHOUSE
118 DATE PALM DR,0.1001,2846,1998,3,2,5/9/18,510000,SINGLE FAMILY
117 NEWHAVEN BLVD,0.1001,2846,1998,3,2,6/20/19,528000,SINGLE FAMILY
114 DATE PALM DR,0.1251,2806,1998,3,2,1/4/18,483500,SINGLE FAMILY
511 SWEET BAY CIR,0.1205,2807,1999,3,2,1/31/17,472000,SINGLE FAMILY
374 LEGARE CT,0.0698,2232,1999,3,2,11/2/18,370000,TOWNHOUSE
351 LEGARE CT,0.0473,1854,1999,3,2,7/12/19,313000,TOWNHOUSE
350 LEGARE CT,0.0381,1842,1999,3,2,2/25/17,285000,TOWNHOUSE
341 LEGARE CT,0.0473,1854,1999,3,2,10/24/19,325000,TOWNHOUSE
333 LEGARE CT,0.0381,1842,1999,3,2,7/24/17,288000,TOWNHOUSE
327 LEGARE CT,0.0381,1842,1999,3,2,9/22/17,275000,TOWNHOUSE
320 MARLBERRY CIR,0.0964,2848,1999,3,2,8/29/19,485000,SINGLE FAMILY
317 SWEET BAY CIR,0.101,2848,1999,3,2,11/16/18,525000,SINGLE FAMILY
313 BARBADOS DR,0.1496,2848,1999,3,2,8/17/18,510000,SINGLE FAMILY
312 LEGARE CT,0.0562,2220,1999,3,2,10/30/19,380000,TOWNHOUSE
312 LEGARE CT,0.0562,2220,1999,3,2,6/30/17,343250,TOWNHOUSE
308 LEGARE CT,0.0562,2220,1999,3,2,7/17/17,354000,TOWNHOUSE
306 LEGARE CT,0.0562,2220,1999,3,2,1/11/19,390000,TOWNHOUSE
272 MURRAY CT,0.0562,2220,1999,3,2,11/7/17,390000,TOWNHOUSE
264 MURRAY CT,0.0698,2232,1999,3,2,8/9/18,410000,TOWNHOUSE
251 MURRAY CT,0.0473,1854,1999,3,2,10/10/19,310000,TOWNHOUSE
250 MURRAY CT,0.0381,1842,1999,3,2,2/13/17,279000,TOWNHOUSE
244 GRENADA DR,0.0828,2232,1999,3,2,11/11/19,495000,TOWNHOUSE
243 MURRAY CT,0.0381,1842,1999,3,2,11/11/19,303000,TOWNHOUSE
240 GRENADA DR,0.0553,2220,1999,3,2,7/11/19,375000,TOWNHOUSE
237 NEWHAVEN BLVD,0.0553,2220,1999,3,2,6/20/17,340500,TOWNHOUSE
236 MURRAY CT,0.0473,1854,1999,3,2,5/14/19,298000,TOWNHOUSE
236 GRENADA DR,0.0553,2220,1999,3,2,5/21/18,370000,TOWNHOUSE
235 NEWHAVEN BLVD,0.0553,2220,1999,3,2,1/18/18,341250,TOWNHOUSE
234 MURRAY CT,0.0381,1842,1999,3,2,2/17/17,310000,TOWNHOUSE
234 GRENADA DR,0.0828,2232,1999,3,2,10/16/17,370000,TOWNHOUSE
233 NEWHAVEN BLVD,0.0553,2220,1999,3,2,11/7/19,345000,TOWNHOUSE
233 MURRAY CT,0.0381,1842,1999,3,2,8/21/19,297000,TOWNHOUSE
231 NEWHAVEN BLVD,0.0868,2232,1999,3,2,10/9/19,406000,TOWNHOUSE
231 MURRAY CT,0.0381,1842,1999,3,2,11/27/19,320000,TOWNHOUSE
231 MURRAY CT,0.0381,1842,1999,3,2,7/12/18,285000,TOWNHOUSE
230 GRENADA DR,0.0828,2232,1999,3,2,8/29/18,380000,TOWNHOUSE
226 MURRAY CT,0.0473,1854,1999,3,2,6/22/18,320000,TOWNHOUSE
224 GRENADA DR,0.0553,2220,1999,3,2,6/7/18,373000,TOWNHOUSE
210 MURRAY CT,0.0562,2220,1999,3,2,2/6/18,355000,TOWNHOUSE
202 POINCIANA DR,0.0865,2232,1999,3,2,6/28/18,395000,TOWNHOUSE
200 POINCIANA DR,0.0553,2220,1999,3,2,5/31/17,315000,TOWNHOUSE
196 POINCIANA DR,0.0553,2220,1999,3,2,10/20/17,350000,TOWNHOUSE
195 BERMUDA DR,0.0604,2220,1999,3,2,6/27/19,400000,TOWNHOUSE
192 POINCIANA DR,0.0865,2232,1999,3,2,1/26/17,350500,TOWNHOUSE
187 BERMUDA DR,0.0828,2232,1999,3,2,5/29/18,417500,TOWNHOUSE
178 FREEPORT DR,0.0553,2220,1999,3,2,4/12/17,378000,TOWNHOUSE
177 BERMUDA DR,0.0553,2220,1999,3,2,5/4/18,405000,TOWNHOUSE
174 FREEPORT DR,0.0558,2220,1999,3,2,12/17/18,400000,TOWNHOUSE
172 FREEPORT DR,0.0886,2232,1999,3,2,11/19/18,405000,TOWNHOUSE
168 WENTWORTH CT,0.0381,1842,1999,3,2,12/13/18,325000,TOWNHOUSE
164 HONEYSUCKLE DR,0.1198,2807,1999,3,2,9/7/18,514000,SINGLE FAMILY
159 HONEYSUCKLE DR,0.1207,2807,1999,3,2,3/19/19,489000,SINGLE FAMILY
159 BARBADOS DR,0.1484,2848,1999,3,2,5/20/18,600000,SINGLE FAMILY
159 BARBADOS DR,0.1484,2848,1999,3,2,1/3/17,502000,SINGLE FAMILY
157 HONEYSUCKLE DR,0.1697,2986,1999,3,2,4/13/18,509000,SINGLE FAMILY
156 BARBADOS DR,0.1807,3090,1999,3,2,9/18/17,635000,SINGLE FAMILY
155 BERMUDA DR,0.0829,2232,1999,3,2,5/23/17,375500,TOWNHOUSE
153 BERMUDA DR,0.0553,2220,1999,3,2,4/22/17,355000,TOWNHOUSE
150 SWEET BAY CIR,0.1532,3062,1999,3,2,7/31/18,624000,SINGLE FAMILY
148 WENTWORTH CT,0.0381,1842,1999,3,2,3/1/17,280000,TOWNHOUSE
147 BERMUDA DR,0.0553,2220,1999,3,2,4/12/19,385000,TOWNHOUSE
146 BERMUDA DR,0.0553,2220,1999,3,2,3/29/17,355000,TOWNHOUSE
145 BERMUDA DR,0.0828,2232,1999,3,2,9/11/19,430000,TOWNHOUSE
145 BERMUDA DR,0.0828,2232,1999,3,2,8/27/18,415000,TOWNHOUSE
138 SWEET BAY CIR,0.1519,3101,1999,3,2,6/14/19,590000,SINGLE FAMILY
132 WENTWORTH CT,0.0381,1842,1999,3,2,1/8/18,329000,TOWNHOUSE
131 BARBADOS DR,0.1495,2807,1999,3,2,11/20/18,525000,SINGLE FAMILY
130 WENTWORTH CT,0.0381,1842,1999,3,2,4/2/19,332000,TOWNHOUSE
130 SWEET BAY CIR,0.1548,3062,1999,3,2,5/22/17,530000,SINGLE FAMILY
125 DATE PALM DR,0.1205,2986,1999,3,2,5/16/18,513000,SINGLE FAMILY
115 DATE PALM DR,0.1378,2807,1999,3,2,7/3/19,490000,SINGLE FAMILY
112 WENTWORTH CT,0.0429,1842,1999,3,2,9/21/18,330000,TOWNHOUSE
110 CHERRY LAUREL DR,0.1556,2807,1999,3,2,9/14/18,480000,SINGLE FAMILY
109 DATE PALM DR,0.1337,2848,1999,3,2,3/8/17,479000,SINGLE FAMILY
6054 FOSTER ST,0.1378,2380,2000,3,2,9/19/18,355000,SINGLE FAMILY
6020 LESLIE ST,0.1601,2380,2000,3,2,10/22/18,375000,SINGLE FAMILY
312 ST LUCIA LN,0.1289,2848,2000,3,2,7/5/18,545000,SINGLE FAMILY
306 ST LUCIA LN,0.1734,2848,2000,3,2,3/14/17,515000,SINGLE FAMILY
196 BARBADOS DR,0.2006,3062,2000,3,2,10/10/17,607000,SINGLE FAMILY
193 BARBADOS DR,0.1492,2807,2000,3,2,9/26/17,455000,SINGLE FAMILY
187 BARBADOS DR,0.1492,2807,2000,3,2,1/31/18,498000,SINGLE FAMILY
182 BARBADOS DR,0.1935,3062,2000,3,2,8/13/18,570000,SINGLE FAMILY
156 ASHLEY CT,0.0381,1986,2000,3,2,5/22/17,284000,TOWNHOUSE
150 ASHLEY CT,0.0381,1986,2000,3,2,4/23/18,322500,TOWNHOUSE
145 COURTENAY CT,0.0747,2376,2000,3,2,8/27/19,388000,TOWNHOUSE
144 RADCLIFFE CT,0.0467,1998,2000,3,2,11/7/19,355000,TOWNHOUSE
139 ASHLEY CT,0.0386,1986,2000,3,2,6/30/17,280000,TOWNHOUSE
138 RADCLIFFE CT,0.0467,1998,2000,3,2,9/10/18,335000,TOWNHOUSE
137 RADCLIFFE CT,0.0479,1998,2000,3,2,10/19/17,320000,TOWNHOUSE
137 ASHLEY CT,0.0386,1986,2000,3,2,6/21/18,327000,TOWNHOUSE
135 COURTENAY CT,0.0748,2376,2000,3,2,5/28/19,399000,TOWNHOUSE
134 ASHLEY CT,0.0467,1998,2000,3,2,5/20/19,350000,TOWNHOUSE
127 RADCLIFFE CT,0.04,1986,2000,3,2,5/23/17,287500,TOWNHOUSE
126 RADCLIFFE CT,0.0362,1986,2000,3,2,4/16/19,313500,TOWNHOUSE
126 COURTENAY CT,0.0376,1986,2000,3,2,6/29/17,325000,TOWNHOUSE
125 ASHLEY CT,0.0386,1986,2000,3,2,1/29/19,350000,TOWNHOUSE
124 ASHLEY CT,0.0376,1986,2000,3,2,8/2/19,320000,TOWNHOUSE
122 ASHLEY CT,0.0467,1998,2000,3,2,3/13/18,329000,TOWNHOUSE
121 COURTENAY CT,0.0479,1998,2000,3,2,6/8/18,325000,TOWNHOUSE
114 COURTENAY CT,0.0689,2376,2000,3,2,4/11/18,397000,TOWNHOUSE
112 COURTENAY CT,0.0555,2364,2000,3,2,3/14/18,375000,TOWNHOUSE
111 ASHLEY CT,0.0553,2364,2000,3,2,2/12/19,365000,TOWNHOUSE
110 RADCLIFFE CT,0.0603,2364,2000,3,2,2/8/17,312500,TOWNHOUSE
108 RADCLIFFE CT,0.0603,2364,2000,3,2,6/5/17,350000,TOWNHOUSE
107 ASHLEY CT,0.0553,2364,2000,3,2,3/7/17,355000,TOWNHOUSE
105 ASHLEY CT,0.0686,2376,2000,3,2,11/26/18,390000,TOWNHOUSE
6068 DRAKE ST,0.1374,2386,2001,3,2,5/2/19,385000,SINGLE FAMILY
304 BOUGAINVILLEA DR,0.1239,2807,2001,3,2,2/13/17,465000,SINGLE FAMILY
288 NEWHAVEN BLVD,0.1323,2807,2001,3,2,7/25/18,530000,SINGLE FAMILY
244 POINCIANA DR,0.118,2848,2001,3,2,6/14/17,486000,SINGLE FAMILY
244 NEWHAVEN BLVD,0.118,2848,2001,3,2,5/18/18,463000,SINGLE FAMILY
237 POINCIANA DR,0.1286,2807,2001,3,2,5/24/19,560000,SINGLE FAMILY
234 JUNIPER WAY,0.1351,2654,2001,3,2,6/29/17,470000,SINGLE FAMILY
231 POINCIANA DR,0.1286,2807,2001,3,2,12/17/18,473000,SINGLE FAMILY
228 JUNIPER WAY,0.1264,2500,2001,3,2,6/19/19,475000,SINGLE FAMILY
223 POINCIANA DR,0.1286,2500,2001,3,2,5/17/19,450000,SINGLE FAMILY
220 NEWHAVEN BLVD,0.1263,2807,2001,3,2,4/3/18,500000,SINGLE FAMILY
219 SUGAR APPLE WAY,0.1263,2500,2001,3,2,6/28/18,500000,SINGLE FAMILY
218 MARLBERRY CIR,0.1115,1990,2001,2,2,5/31/17,362500,SINGLE FAMILY
216 NEWHAVEN BLVD,0.101,1990,2001,2,2,4/3/18,372500,SINGLE FAMILY
214 MARLBERRY CIR,0.1377,2807,2001,3,2,7/25/19,565000,SINGLE FAMILY
212 MARLBERRY CIR,0.1196,1990,2001,2,2,12/11/17,410000,SINGLE FAMILY
212 JUNIPER WAY,0.1263,2807,2001,3,2,4/12/19,500000,SINGLE FAMILY
191 WATERFORD DR,0.0728,2370,2001,3,2,12/14/16,324000,TOWNHOUSE
173 WATERFORD DR,0.0581,2364,2001,3,2,3/19/18,399000,TOWNHOUSE
167 WATERFORD DR,0.0581,2364,2001,3,2,6/23/17,320000,TOWNHOUSE
167 PROMENADE WAY,0.101,1990,2001,2,2,9/23/19,385000,SINGLE FAMILY
166 PROMENADE WAY,0.132,2654,2001,3,2,7/7/17,465000,SINGLE FAMILY
166 MILBRIDGE DR,0.0727,2370,2001,3,2,4/23/19,390000,TOWNHOUSE
166 MILBRIDGE DR,0.0727,2370,2001,3,2,9/12/18,385000,TOWNHOUSE
160 MILBRIDGE DR,0.0727,2370,2001,3,2,5/22/18,390000,TOWNHOUSE
159 PROMENADE WAY,0.0728,2370,2001,3,2,8/19/19,390000,TOWNHOUSE
154 MIDDLEBURY DR,0.079,2278,2001,3,2,5/30/17,365500,TOWNHOUSE
152 MILBRIDGE DR,0.058,2364,2001,3,2,7/12/19,350000,TOWNHOUSE
145 WATERFORD DR,0.0798,2278,2001,3,2,3/11/19,390000,TOWNHOUSE
143 WATERFORD DR,0.0728,2294,2001,3,2,6/12/17,344900,TOWNHOUSE
143 FARMINGDALE DR,0.0827,2382,2001,3,2,11/28/17,365900,TOWNHOUSE
139 WATERFORD DR,0.0792,2382,2001,3,2,10/18/18,368500,TOWNHOUSE
139 POINCIANA DR,0.1028,1990,2001,2,2,1/9/18,379000,SINGLE FAMILY
138 NEWCASTLE DR,0.1517,2640,2001,3,2,4/24/19,475000,SINGLE FAMILY
138 NEWCASTLE DR,0.1517,2640,2001,3,2,12/1/16,437500,SINGLE FAMILY
138 MERRIMACK WAY,0.1318,2278,2001,3,2,7/7/17,370000,TOWNHOUSE
137 WATERFORD DR,0.1579,2848,2001,3,2,3/17/18,486000,SINGLE FAMILY
136 MILBRIDGE DR,0.058,2364,2001,3,2,8/2/19,357000,TOWNHOUSE
133 ROCKINGHAM RD,0.1449,2500,2001,3,2,5/13/19,472000,SINGLE FAMILY
132 POINCIANA DR,0.101,1990,2001,2,2,5/19/17,345000,SINGLE FAMILY
132 NEWCASTLE DR,0.1888,2848,2001,3,2,7/28/17,535000,SINGLE FAMILY
132 MILBRIDGE DR,0.058,2364,2001,3,2,7/19/19,360000,TOWNHOUSE
131 ROCKINGHAM RD,0.1654,2966,2001,3,2,1/29/19,515000,SINGLE FAMILY
131 FARMINGDALE DR,0.0761,2294,2001,3,2,11/13/19,390000,TOWNHOUSE
131 FARMINGDALE DR,0.0761,2294,2001,3,2,4/21/17,378000,TOWNHOUSE
128 NEWCASTLE DR,0.1403,2640,2001,3,2,6/5/17,469000,SINGLE FAMILY
128 MILBRIDGE DR,0.0838,2376,2001,3,2,12/5/16,340000,TOWNHOUSE
124 POINCIANA DR,0.1322,2966,2001,3,2,10/28/19,589999,SINGLE FAMILY
122 SYCAMORE DR,0.1248,2848,2001,3,2,8/22/18,517400,SINGLE FAMILY
120 MILBRIDGE DR,0.0727,2370,2001,3,2,8/22/19,387000,TOWNHOUSE
120 MARLBERRY CIR,0.1016,1990,2001,2,2,7/15/19,377000,SINGLE FAMILY
118 HONEYSUCKLE DR,0.118,2848,2001,3,2,5/14/18,487500,SINGLE FAMILY
117 WATERFORD DR,0.0566,2364,2001,3,2,7/18/18,299500,TOWNHOUSE
117 ROCKINGHAM RD,0.1449,2654,2001,3,2,7/13/17,454000,SINGLE FAMILY
117 ROCKINGHAM RD,0.1449,2654,2001,3,2,5/5/17,454000,SINGLE FAMILY
116 MIDDLEBURY DR,0.1397,2640,2001,3,2,3/19/19,440000,SINGLE FAMILY
115 HONEYSUCKLE DR,0.1255,2640,2001,3,2,6/22/18,478000,SINGLE FAMILY
115 ANDOVER DR,0.0805,2294,2001,3,2,12/5/16,370000,TOWNHOUSE
114 MILBRIDGE DR,0.1118,2848,2001,3,2,6/4/19,522000,SINGLE FAMILY
112 ROCKINGHAM RD,0.101,2979,2001,3,2,8/8/19,528000,SINGLE FAMILY
111 PROMENADE WAY,0.0792,2382,2001,3,2,5/14/19,399000,TOWNHOUSE
111 POINCIANA DR,0.1414,1990,2001,2,2,11/1/17,370000,SINGLE FAMILY
111 MILBRIDGE DR,0.1485,2414,2001,3,2,6/20/19,502000,SINGLE FAMILY
111 HONEYSUCKLE DR,0.1173,2966,2001,3,2,10/4/17,500000,SINGLE FAMILY
110 ROCKINGHAM RD,0.1388,2654,2001,3,2,3/28/19,462000,SINGLE FAMILY
110 NEWCASTLE DR,0.1008,1990,2001,2,2,8/26/19,365000,SINGLE FAMILY
108 WATERFORD DR,0.0848,2376,2001,3,2,3/18/19,362500,TOWNHOUSE
107 ROCKINGHAM RD,0.1449,2640,2001,3,2,12/9/16,450000,SINGLE FAMILY
105 ROCKINGHAM RD,0.155,2654,2001,3,2,6/6/18,460000,SINGLE FAMILY
104 WATERFORD DR,0.0573,2364,2001,3,2,10/22/18,342500,TOWNHOUSE
896 UNIVERSITY BLVD,0.0312,2274,2002,3,2,8/19/19,318000,TOWNHOUSE
894 UNIVERSITY BLVD,0.0309,2274,2002,3,2,5/22/17,302000,TOWNHOUSE
147 INDIAN CROSSING CIR,0.0413,2573,2002,3,2,8/21/19,318000,TOWNHOUSE
145 INDIAN CROSSING CIR,0.0275,2289,2002,3,2,1/24/18,302500,TOWNHOUSE
143 INDIAN CROSSING CIR,0.0275,2419,2002,3,2,7/12/19,305000,TOWNHOUSE
139 INDIAN CROSSING CIR,0.0275,2274,2002,3,2,10/10/19,302000,TOWNHOUSE
135 INDIAN CROSSING CIR,0.0435,2573,2002,3,2,12/6/16,325000,TOWNHOUSE
133 INDIAN CROSSING CIR,0.0317,2274,2002,3,2,11/29/18,295000,TOWNHOUSE
131 INDIAN CROSSING CIR,0.0315,2274,2002,3,2,8/30/18,285000,TOWNHOUSE
117 OSCEOLA LN,0.0483,2533,2002,3,2,10/21/17,320000,TOWNHOUSE
115 APALACHEE LN,0.0275,2274,2002,3,2,3/8/18,300000,TOWNHOUSE
113 INDIAN CROSSING CIR,0.0413,2533,2002,3,2,2/28/17,295000,TOWNHOUSE
109 INDIAN CROSSING CIR,0.0275,2419,2002,3,2,7/23/18,279000,TOWNHOUSE
106 POWELL LN,0.0275,2274,2002,3,2,10/8/18,302000,TOWNHOUSE
106 INDIAN CROSSING CIR,0.0302,2419,2002,3,2,7/19/17,302000,TOWNHOUSE
105 INDIAN CROSSING CIR,0.0276,2274,2002,3,2,7/31/18,285000,TOWNHOUSE
104 INDIAN CROSSING CIR,0.0299,2274,2002,3,2,7/31/18,310000,TOWNHOUSE
103 ARPEICKA LN,0.0486,2533,2002,3,2,8/6/18,300000,TOWNHOUSE
102 INDIAN CROSSING CIR,0.043,2573,2002,3,2,8/25/17,251200,TOWNHOUSE
4123 COMMUNITY DR,0.0643,2407,2003,3,2,6/7/18,370000,TOWNHOUSE
4122 COMMUNITY DR,0.0685,2407,2003,3,2,3/13/17,338000,TOWNHOUSE
4115 COMMUNITY DR,0.093,2419,2003,3,2,1/25/18,405000,TOWNHOUSE
4015 COMMUNITY DR,0.1896,3009,2003,3,2,12/26/18,550000,SINGLE FAMILY
376 SAN REMO DR,0.1498,2853,2003,3,2,4/12/18,495000,SINGLE FAMILY
372 SAN REMO DR,0.1498,3102,2003,3,2,5/15/19,525000,SINGLE FAMILY
356 SAN REMO DR,0.12,1990,2003,3,2,3/26/18,407500,SINGLE FAMILY
352 SAN REMO DR,0.1946,2756,2003,3,2,7/19/18,499500,SINGLE FAMILY
292 SAN REMO DR,0.1803,3035,2003,3,2,12/12/17,525000,SINGLE FAMILY
284 SAN REMO DR,0.1905,3009,2003,3,2,10/2/17,526500,SINGLE FAMILY
256 SAN REMO DR,0.1891,3009,2003,3,2,6/30/17,500000,SINGLE FAMILY
251 SAN REMO DR,0.1834,3102,2003,3,2,2/1/17,475000,SINGLE FAMILY
1967 FREDERICK SMALL RD,0.0582,2407,2003,3,2,7/19/19,369400,TOWNHOUSE
1963 FREDERICK SMALL RD,0.0582,2407,2003,3,2,5/23/18,367500,TOWNHOUSE
1893 FREDERICK SMALL RD,0.0582,2407,2003,3,2,7/6/18,325000,TOWNHOUSE
1885 FREDERICK SMALL RD,0.0868,2419,2003,3,2,8/3/17,350000,TOWNHOUSE
1881 FREDERICK SMALL RD,0.0835,2419,2003,3,2,5/3/18,355778,TOWNHOUSE
1877 FREDERICK SMALL RD,0.0582,2407,2003,3,2,8/20/18,350000,TOWNHOUSE
1683 FREDERICK SMALL RD,0.0582,2407,2003,3,2,5/6/19,370000,TOWNHOUSE
1671 FREDERICK SMALL RD,0.0582,2407,2003,3,2,11/3/17,330000,TOWNHOUSE
1655 FREDERICK SMALL RD,0.0583,2407,2003,3,2,5/12/17,359900,TOWNHOUSE
1651 FREDERICK SMALL RD,0.0583,2407,2003,3,2,12/14/16,320000,TOWNHOUSE
1635 FREDERICK SMALL RD,0.0586,2407,2003,3,2,8/23/17,355000,TOWNHOUSE
163 APALACHEE LN,0.0375,2533,2003,3,2,12/7/18,323000,TOWNHOUSE
1627 FREDERICK SMALL RD,0.0584,2407,2003,3,2,12/28/18,370000,TOWNHOUSE
1603 FREDERICK SMALL RD,0.1111,2419,2003,3,2,7/5/17,338000,TOWNHOUSE
156 MORNING DEW CIR,0.051,2533,2003,3,2,12/19/16,309000,TOWNHOUSE
154 MORNING DEW CIR,0.0299,2274,2003,3,2,3/22/18,307000,TOWNHOUSE
153 APALACHEE LN,0.0413,2533,2003,3,2,5/31/17,308500,TOWNHOUSE
1525 MEADS BAY LN,0.0335,1610,2003,2,2,6/30/17,255000,TOWNHOUSE
146 MORNING DEW CIR,0.0298,2274,2003,3,2,10/31/19,310000,TOWNHOUSE
144 MORNING DEW CIR,0.0298,2314,2003,3,2,7/14/17,290000,TOWNHOUSE
141 MORNING DEW CIR,0.0409,2573,2003,3,2,7/18/17,320000,TOWNHOUSE
136 SAVONA DR,0.2557,3216,2003,3,2,8/1/19,590000,SINGLE FAMILY
135 SARDINIA CIR,0.223,3216,2003,3,2,10/3/18,605000,SINGLE FAMILY
131 SARDINIA CIR,0.1801,2853,2003,3,2,1/19/18,490000,SINGLE FAMILY
130 MORNING DEW CIR,0.0275,2274,2003,3,2,9/21/18,317500,TOWNHOUSE
128 MORNING DEW CIR,0.0413,2573,2003,3,2,7/24/19,315000,TOWNHOUSE
126 JESUP LN,0.0539,2533,2003,3,2,3/24/17,310300,TOWNHOUSE
124 JESUP LN,0.0307,2274,2003,3,2,9/13/19,305000,TOWNHOUSE
120 MORNING DEW CIR,0.0275,2274,2003,3,2,5/22/19,139900,TOWNHOUSE
114 OSCEOLA LN,0.0275,2274,2003,3,2,2/17/19,276000,TOWNHOUSE
